Date;Time;G;Tournament;Map;Mode;Opponent;;Vs. Opponent;VOD;Civ1;Civ2;Win;Mirror;Civ List;Picks;Wins;Win Rate;CDPS Score;Fortified Clearing;Total matches;461
06/02/2023;18:45 UTC;[Age of Empires II];T90 Titans League 2: Gold League [T90 Titans League/2/Gold League];Fortified Clearing [Fortified Clearing];1v1;Mihai06 [Mihai06] [Romania] [Romania] [Turks] [Turks];<;Daniel [Bengalis] [Bengalis] [United States] [United States] [Daniel];(G2) [Watch VOD] [Watch VOD];Turks;Bengalis;Bengalis;FALSE;;;;;;Fortified Clearing;;
05/02/2023;20:30 UTC;[Age of Empires II];T90 Titans League 2: Platinum League [T90 Titans League/2/Platinum League];Fortified Clearing [Fortified Clearing];1v1;Sitaux [Sitaux] [France] [France] [Turks] [Turks];<;TaToH [Poles] [Poles] [Spain] [Spain] [TaToH];(G3) [Watch VOD] [Watch VOD];Turks;Poles;Poles;FALSE;;;;;;Fortified Clearing;;
02/02/2023;16:00 UTC;[Age of Empires II];T90 Titans League 2: Platinum League [T90 Titans League/2/Platinum League];Fortified Clearing [Fortified Clearing];1v1;Dark [Dark] [Russia] [Russia] [Hindustanis] [Hindustanis];>;BacT [Britons] [Britons] [Vietnam] [Vietnam] [BacT];(G2) [Watch VOD] [Watch VOD];Hindustanis;Britons;Hindustanis;FALSE;;;;;;Fortified Clearing;;
01/02/2023;16:00 UTC;[Age of Empires II];T90 Titans League 2: Platinum League [T90 Titans League/2/Platinum League];Fortified Clearing [Fortified Clearing];1v1;DracKeN [DracKeN] [Czechia] [Czechia] [Burgundians] [Burgundians];>;BacT [Poles] [Poles] [Vietnam] [Vietnam] [BacT];(G2) [Watch VOD] [Watch VOD];Burgundians;Poles;Burgundians;FALSE;;;;;;Fortified Clearing;;
31/01/2023;18:00 UTC;[Age of Empires II];T90 Titans League 2: Platinum League [T90 Titans League/2/Platinum League];Fortified Clearing [Fortified Clearing];1v1;Ganji [Ganji] [Sweden] [Sweden] [Poles] [Poles];<;miguel [Bohemians] [Bohemians] [Brazil] [Brazil] [Miguel];(G2) [Watch VOD] [Watch VOD];Poles;Bohemians;Bohemians;FALSE;;;;;;Fortified Clearing;;
30/01/2023;18:00 UTC;[Age of Empires II];T90 Titans League 2: Gold League [T90 Titans League/2/Gold League];Fortified Clearing [Fortified Clearing];1v1;LaaaaaN [LaN] [Spain] [Spain] [Hindustanis] [Hindustanis];>;Dragonstar [Portuguese] [Portuguese] [India] [India] [The Dragonstar];;Hindustanis;Portuguese;Hindustanis;FALSE;;;;;;Fortified Clearing;;
26/01/2023;21:20 UTC;[Age of Empires II];T90 Titans League 2: Platinum League [T90 Titans League/2/Platinum League];Fortified Clearing [Fortified Clearing];1v1;Ganji [Ganji] [Sweden] [Sweden] [Burgundians] [Burgundians];>;Capoch [Hindustanis] [Hindustanis] [Argentina] [Argentina] [Capoch];(G3) [Watch VOD] [Watch VOD];Burgundians;Hindustanis;Burgundians;FALSE;;;;;;Fortified Clearing;;
26/01/2023;18:00 UTC;[Age of Empires II];T90 Titans League 2: Platinum League [T90 Titans League/2/Platinum League];Fortified Clearing [Fortified Clearing];1v1;Capoch [Capoch] [Argentina] [Argentina] [Turks] [Turks];<;JorDan_AoE [Bohemians] [Bohemians] [Germany] [Germany] [JorDan AoE];(G3) [Watch VOD] [Watch VOD];Turks;Bohemians;Bohemians;FALSE;;;;;;Fortified Clearing;;
26/01/2023;18:00 UTC;[Age of Empires II];T90 Titans League 2: Gold League [T90 Titans League/2/Gold League];Fortified Clearing [Fortified Clearing];1v1;Somero [Somero] [Czechia] [Czechia] [Burgundians] [Burgundians];<;LaaaaaN [Gurjaras] [Gurjaras] [Spain] [Spain] [LaN];;Burgundians;Gurjaras;Gurjaras;FALSE;;;;;;Fortified Clearing;;
24/01/2023;13:00 UTC;[Age of Empires II];T90 Titans League 2: Gold League [T90 Titans League/2/Gold League];Fortified Clearing [Fortified Clearing];1v1;Mihai06 [Mihai06] [Romania] [Romania] [Turks] [Turks];>;saymyname [Burgundians] [Burgundians] [Vietnam] [Vietnam] [Saymyname];;Turks;Burgundians;Turks;FALSE;;;;;;Fortified Clearing;;
21/01/2023;16:00 UTC;[Age of Empires II];T90 Titans League 2: Platinum League [T90 Titans League/2/Platinum League];Fortified Clearing [Fortified Clearing];1v1;TaToH [TaToH] [Spain] [Spain] [Bohemians] [Bohemians];<;Villese [Burgundians] [Burgundians] [Finland] [Finland] [Villese];(G1) [Watch VOD] [Watch VOD];Bohemians;Burgundians;Burgundians;FALSE;;;;;;Fortified Clearing;;
21/01/2023;11:00 UTC;[Age of Empires II];T90 Titans League 2: Gold League [T90 Titans League/2/Gold League];Fortified Clearing [Fortified Clearing];1v1;D3rp [D3rp] [Netherlands] [Netherlands] [Turks] [Turks];>;Nili [Bohemians] [Bohemians] [Germany] [Germany] [Nili];;Turks;Bohemians;Turks;FALSE;;;;;;Fortified Clearing;;
18/01/2023;19:00 UTC;[Age of Empires II];T90 Titans League 2: Gold League [T90 Titans League/2/Gold League];Fortified Clearing [Fortified Clearing];1v1;Somero [Somero] [Czechia] [Czechia] [Gurjaras] [Gurjaras];<;F1Re [Britons] [Britons] [Brazil] [Brazil] [F1Re];(G2) [Watch VOD] [Watch VOD];Gurjaras;Britons;Britons;FALSE;;;;;;Fortified Clearing;;
14/01/2023;21:00 UTC;[Age of Empires II];T90 Titans League 2: Platinum League [T90 Titans League/2/Platinum League];Fortified Clearing [Fortified Clearing];1v1;Valas [Valas] [Finland] [Finland] [Italians] [Italians];<;ACCM [Bohemians] [Bohemians] [Vietnam] [Vietnam] [ACCM];(G2) [Watch VOD] [Watch VOD];Italians;Bohemians;Bohemians;FALSE;;;;;;Fortified Clearing;;
09/01/2023;18:00 UTC;[Age of Empires II];T90 Titans League 2: Platinum League [T90 Titans League/2/Platinum League];Fortified Clearing [Fortified Clearing];1v1;Sitaux [Sitaux] [France] [France] [Gurjaras] [Gurjaras];<;TheViper [Poles] [Poles] [Norway] [Norway] [TheViper];(G3) [Watch VOD] [Watch VOD];Gurjaras;Poles;Poles;FALSE;;;;;;Fortified Clearing;;
05/01/2023;18:00 UTC;[Age of Empires II];T90 Titans League 2: Platinum League [T90 Titans League/2/Platinum League];Fortified Clearing [Fortified Clearing];1v1;DracKeN [DracKeN] [Czechia] [Czechia] [Britons] [Britons];>;Yo [Turks] [Turks] [China] [China] [Yo];(G2) [Watch VOD] [Watch VOD];Britons;Turks;Britons;FALSE;;;;;;Fortified Clearing;;
01/01/2023;18:00 UTC;[Age of Empires II];T90 Titans League: Silver League [T90 Titans League/1/Silver League];Fortified Clearing [Fortified Clearing];1v1;Gabi [Gabi] [Brazil] [Brazil] [Spanish] [Spanish];<;Whocl [Turks] [Turks] [Chile] [Chile] [DreamCl];(G2) [Watch VOD] [Watch VOD];Spanish;Turks;Turks;FALSE;;;;;;Fortified Clearing;;
31/12/2022;20:15 UTC;[Age of Empires II];T90 Titans League: Silver League [T90 Titans League/1/Silver League];Fortified Clearing [Fortified Clearing];1v1;Jibatong [Jibatong] [China] [China] [Poles] [Poles];>;Hearttt [Burgundians] [Burgundians] [Peru] [Peru] [Hearttt];(G3) [Watch VOD] [Watch VOD];Poles;Burgundians;Poles;FALSE;;;;;;Fortified Clearing;;
30/12/2022;19:40 UTC;[Age of Empires II];T90 Titans League: Silver League [T90 Titans League/1/Silver League];Fortified Clearing [Fortified Clearing];1v1;Thành C? Qu?ng Tr? [Thành C? Qu?ng Tr?] [Vietnam] [Vietnam] [Berbers] [Berbers];<;Somero [Malay] [Malay] [Czechia] [Czechia] [Somero];(G5) [Watch VOD] [Watch VOD];Berbers;Malay;Malay;FALSE;;;;;;Fortified Clearing;;
18/12/2022;19:00 UTC;[Age of Empires II];T90 Titans League: Silver League [T90 Titans League/1/Silver League];Fortified Clearing [Fortified Clearing];1v1;Ozone [Ozone] [Colombia] [Colombia] [Britons] [Britons];<;lyx [Burgundians] [Burgundians] [China] [China] [Lyx];(G2) [Watch VOD] [Watch VOD];Britons;Burgundians;Burgundians;FALSE;;;;;;Fortified Clearing;;
18/12/2022;18:00 UTC;[Age of Empires II];T90 Titans League: Silver League [T90 Titans League/1/Silver League];Fortified Clearing [Fortified Clearing];1v1;Dratek [Dratek] [Czechia] [Czechia] [Portuguese] [Portuguese];<;Hearttt [Burgundians] [Burgundians] [Peru] [Peru] [Hearttt];(G3) [Watch VOD] [Watch VOD];Portuguese;Burgundians;Burgundians;FALSE;;;;;;Fortified Clearing;;
18/12/2022;13:00 UTC;[Age of Empires II];T90 Titans League: Silver League [T90 Titans League/1/Silver League];Fortified Clearing [Fortified Clearing];1v1;dave_hun [Dave hun] [Hungary] [Hungary] [Bohemians] [Bohemians];<;Jibatong [Spanish] [Spanish] [China] [China] [Jibatong];(G2) [Watch VOD] [Watch VOD];Bohemians;Spanish;Spanish;FALSE;;;;;;Fortified Clearing;;
17/12/2022;15:00 UTC;[Age of Empires II];T90 Titans League: Silver League [T90 Titans League/1/Silver League];Fortified Clearing [Fortified Clearing];1v1;Argh [Argh] [Poland] [Poland] [Teutons] [Teutons];<;Somero [Bohemians] [Bohemians] [Czechia] [Czechia] [Somero];(G5) [Watch VOD] [Watch VOD];Teutons;Bohemians;Bohemians;FALSE;;;;;;Fortified Clearing;;
17/12/2022;15:00 UTC;[Age of Empires II];T90 Titans League: Silver League [T90 Titans League/1/Silver League];Fortified Clearing [Fortified Clearing];1v1;Blackheart [Blackheart] [Germany] [Germany] [Bohemians] [Bohemians];<;Thành C? Qu?ng Tr? [Malians] [Malians] [Vietnam] [Vietnam] [Thành C? Qu?ng Tr?];(G4) [Watch VOD] [Watch VOD];Bohemians;Malians;Malians;FALSE;;;;;;Fortified Clearing;;
17/12/2022;14:00 UTC;[Age of Empires II];T90 Titans League: Silver League [T90 Titans League/1/Silver League];Fortified Clearing [Fortified Clearing];1v1;Shades [Shades] [Italy] [Italy] [Malay] [Malay];<;Bad Koala [Cumans] [Cumans] [China] [China] [Bad Koala];(G2) [Watch VOD] [Watch VOD];Malay;Cumans;Cumans;FALSE;;;;;;Fortified Clearing;;
15/12/2022;17:00 UTC;[Age of Empires II];T90 Titans League: Silver League [T90 Titans League/1/Silver League];Fortified Clearing [Fortified Clearing];1v1;D3rp [D3rp] [Netherlands] [Netherlands] [Turks] [Turks];>;StrayDog [Portuguese] [Portuguese] [China] [China] [StrayDog];(G2) [Watch VOD] [Watch VOD];Turks;Portuguese;Turks;FALSE;;;;;;Fortified Clearing;;
15/12/2022;14:00 UTC;[Age of Empires II];T90 Titans League: Silver League [T90 Titans League/1/Silver League];Fortified Clearing [Fortified Clearing];1v1;Nahuel05_ [Nahuel05] [Argentina] [Argentina] [Bohemians] [Bohemians];<;HOANG [Lithuanians] [Lithuanians] [Vietnam] [Vietnam] [Hoang];(G1) [Watch VOD] [Watch VOD];Bohemians;Lithuanians;Lithuanians;FALSE;;;;;;Fortified Clearing;;
14/12/2022;16:00 UTC;[Age of Empires II];T90 Titans League: Silver League [T90 Titans League/1/Silver League];Fortified Clearing [Fortified Clearing];1v1;Andre_2i [Andre 2i (page does not exist)] [Romania] [Romania] [Teutons] [Teutons];<;PhilippHJS [Burgundians] [Burgundians] [Germany] [Germany] [PhilippHJS];(G2) [Watch VOD] [Watch VOD];Teutons;Burgundians;Burgundians;FALSE;;;;;;Fortified Clearing;;
13/12/2022;21:00 UTC;[Age of Empires II];T90 Titans League: Silver League [T90 Titans League/1/Silver League];Fortified Clearing [Fortified Clearing];1v1;Dziamdziak [Dziamdziak] [Poland] [Poland] [Saracens] [Saracens];>;Cl3m3nT [Malay] [Malay] [France] [France] [Cl3m3nT];;Saracens;Malay;Saracens;FALSE;;;;;;Fortified Clearing;;
12/12/2022;18:00 UTC;[Age of Empires II];T90 Titans League: Silver League [T90 Titans League/1/Silver League];Fortified Clearing [Fortified Clearing];1v1;Levi [Pela] [Argentina] [Argentina] [Spanish] [Spanish];>;JonSlow [Turks] [Turks] [Israel] [Israel] [JonSlow];(G2) [Watch VOD] [Watch VOD];Spanish;Turks;Spanish;FALSE;;;;;;Fortified Clearing;;
12/12/2022;17:00 UTC;[Age of Empires II];T90 Titans League: Silver League [T90 Titans League/1/Silver League];Fortified Clearing [Fortified Clearing];1v1;Kugelblitz [Kugelblitz (page does not exist)] [Germany] [Germany] [Turks] [Turks];<;El_Matador [Bohemians] [Bohemians] [Germany] [Germany] [El Matador];;Turks;Bohemians;Bohemians;FALSE;;;;;;Fortified Clearing;;
12/12/2022;16:00 UTC;[Age of Empires II];T90 Titans League: Silver League [T90 Titans League/1/Silver League];Fortified Clearing [Fortified Clearing];1v1;gadjo_dilo [Gadjo dilo (page does not exist)] [Belgium] [Belgium] [Lithuanians] [Lithuanians];<;Jibatong [Spanish] [Spanish] [China] [China] [Jibatong];;Lithuanians;Spanish;Spanish;FALSE;;;;;;Fortified Clearing;;
11/12/2022;22:00 UTC;[Age of Empires II];T90 Titans League: Silver League [T90 Titans League/1/Silver League];Fortified Clearing [Fortified Clearing];1v1;Terz [Terz] [Germany] [Germany] [Poles] [Poles];>;Noisick [Hindustanis] [Hindustanis] [Chile] [Chile] [Noisick];;Poles;Hindustanis;Poles;FALSE;;;;;;Fortified Clearing;;
11/12/2022;18:00 UTC;[Age of Empires II];T90 Titans League: Silver League [T90 Titans League/1/Silver League];Fortified Clearing [Fortified Clearing];1v1;Sir_Hellequinn [Sir Hellequinn (page does not exist)] [Germany] [Germany] [Lithuanians] [Lithuanians];<;Hearttt [Burgundians] [Burgundians] [Peru] [Peru] [Hearttt];;Lithuanians;Burgundians;Burgundians;FALSE;;;;;;Fortified Clearing;;
11/12/2022;16:00 UTC;[Age of Empires II];T90 Titans League: Silver League [T90 Titans League/1/Silver League];Fortified Clearing [Fortified Clearing];1v1;Kongen [Kongensgade] [Denmark] [Denmark] [Poles] [Poles];<;RmcooTheHater [Gurjaras] [Gurjaras] [Lithuania] [Lithuania] [Rmcoo];(G2) [Watch VOD] [Watch VOD];Poles;Gurjaras;Gurjaras;FALSE;;;;;;Fortified Clearing;;
11/12/2022;15:00 UTC;[Age of Empires II];T90 Titans League: Silver League [T90 Titans League/1/Silver League];Fortified Clearing [Fortified Clearing];1v1;Uzikoti [Uzikoti] [France] [France] [Turks] [Turks];>;T90Official [Burgundians] [Burgundians] [United States] [United States] [T90Official];;Turks;Burgundians;Turks;FALSE;;;;;;Fortified Clearing;;
11/12/2022;11:00 UTC;[Age of Empires II];T90 Titans League: Silver League [T90 Titans League/1/Silver League];Fortified Clearing [Fortified Clearing];1v1;Dratek [Dratek] [Czechia] [Czechia] [Vietnamese] [Vietnamese];>;ValihrAnt [Turks] [Turks] [Latvia] [Latvia] [ValihrAnt (page does not exist)];;Vietnamese;Turks;Vietnamese;FALSE;;;;;;Fortified Clearing;;
11/12/2022;08:00 UTC;[Age of Empires II];T90 Titans League: Silver League [T90 Titans League/1/Silver League];Fortified Clearing [Fortified Clearing];1v1;MrPlanner [MrPlanner] [Slovenia] [Slovenia] [Bohemians] [Bohemians];<;HOANG [Lithuanians] [Lithuanians] [Vietnam] [Vietnam] [Hoang];(G3) [Watch VOD] [Watch VOD];Bohemians;Lithuanians;Lithuanians;FALSE;;;;;;Fortified Clearing;;
10/12/2022;10:00 UTC;[Age of Empires II];T90 Titans League: Silver League [T90 Titans League/1/Silver League];Fortified Clearing [Fortified Clearing];1v1;Shulk [Shulk] [France] [France] [Portuguese] [Portuguese];<;iBUYPOWER [Poles] [Poles] [China] [China] [IBUYPOWER];;Portuguese;Poles;Poles;FALSE;;;;;;Fortified Clearing;;
24/09/2022;16:00 UTC;[Age of Empires II];Wallhalla [Wallhalla];Fortified Clearing [Fortified Clearing];1v1;Running [Running] [Germany] [Germany] [Mongols] [Mongols];<;Yo [Saracens] [Saracens] [China] [China] [Yo];(G5) [Watch VOD] [Watch VOD];Mongols;Saracens;Saracens;FALSE;;;;;;Fortified Clearing;;
23/09/2022;18:00 UTC;[Age of Empires II];Wallhalla [Wallhalla];Fortified Clearing [Fortified Clearing];1v1;Yo [Yo] [China] [China] [Bulgarians] [Bulgarians];>;Valas [Italians] [Italians] [Finland] [Finland] [Valas];(G4) [Watch VOD] [Watch VOD];Bulgarians;Italians;Bulgarians;FALSE;;;;;;Fortified Clearing;;
23/09/2022;14:00 UTC;[Age of Empires II];Wallhalla [Wallhalla];Fortified Clearing [Fortified Clearing];1v1;Running [Running] [Germany] [Germany] [Bohemians] [Bohemians];<;TaToH [Italians] [Italians] [Spain] [Spain] [TaToH];(G1) [Watch VOD] [Watch VOD];Bohemians;Italians;Italians;FALSE;;;;;;Fortified Clearing;;
12/09/2022;14:00 UTC;[Age of Empires II];Wallhalla [Wallhalla];Fortified Clearing [Fortified Clearing];1v1;ACCM [ACCM] [Vietnam] [Vietnam] [Bohemians] [Bohemians];>;Valas [Malay] [Malay] [Finland] [Finland] [Valas];(G1) [Watch VOD] [Watch VOD];Bohemians;Malay;Bohemians;FALSE;;;;;;Fortified Clearing;;
09/09/2022;16:00 UTC;[Age of Empires II];Wallhalla [Wallhalla];Fortified Clearing [Fortified Clearing];1v1;Villese [Villese] [Finland] [Finland] [Poles] [Poles];<;Ganji [Burgundians] [Burgundians] [Sweden] [Sweden] [Ganji];(G1) [Watch VOD] [Watch VOD];Poles;Burgundians;Burgundians;FALSE;;;;;;Fortified Clearing;;
09/09/2022;15:00 UTC;[Age of Empires II];Wallhalla [Wallhalla];Fortified Clearing [Fortified Clearing];1v1;ACCM [ACCM] [Vietnam] [Vietnam] [Poles] [Poles];>;The_Dragonstar [Bohemians] [Bohemians] [India] [India] [The Dragonstar];(G1) [Watch VOD] [Watch VOD];Poles;Bohemians;Poles;FALSE;;;;;;Fortified Clearing;;
08/09/2022;19:30 UTC;[Age of Empires II];Wallhalla [Wallhalla];Fortified Clearing [Fortified Clearing];1v1;FreakinAndy [FreakinAndy] [Austria] [Austria] [Malay] [Malay];<;TaToH [Italians] [Italians] [Spain] [Spain] [TaToH];(G4) [Watch VOD] [Watch VOD];Malay;Italians;Italians;FALSE;;;;;;Fortified Clearing;;
04/09/2022;18:00 UTC;[Age of Empires II];Wallhalla: Qualifier [Wallhalla/Qualifier];Fortified Clearing [Fortified Clearing];1v1;KingstoNe [KingstoNe] [Mexico] [Mexico] [Britons] [Britons];<;Valas [Byzantines] [Byzantines] [Finland] [Finland] [Valas];;Britons;Byzantines;Byzantines;FALSE;;;;;;Fortified Clearing;;
04/09/2022;16:00 UTC;[Age of Empires II];Wallhalla: Qualifier [Wallhalla/Qualifier];Fortified Clearing [Fortified Clearing];1v1;DracKeN [DracKeN] [Czechia] [Czechia] [Bohemians] [Bohemians];<;FreakinAndy [Burgundians] [Burgundians] [Austria] [Austria] [FreakinAndy];;Bohemians;Burgundians;Burgundians;FALSE;;;;;;Fortified Clearing;;
29/08/2022;18:00 UTC;[Age of Empires II];Wallhalla: Qualifier [Wallhalla/Qualifier];Fortified Clearing [Fortified Clearing];1v1;Dobbs351 [Dobbs351] [Denmark] [Denmark] [Mongols] [Mongols];<;slam [Burgundians] [Burgundians] [Canada] [Canada] [Slam];;Mongols;Burgundians;Burgundians;FALSE;;;;;;Fortified Clearing;;
18/08/2022;20:40 UTC;[Age of Empires II];Wallhalla: Qualifier [Wallhalla/Qualifier];Fortified Clearing [Fortified Clearing];1v1;Uzzi [Uzzi] [Mexico] [Mexico] [Burgundians] [Burgundians];<;FreakinAndy [Turks] [Turks] [Austria] [Austria] [FreakinAndy];(G1) [Watch VOD] [Watch VOD];Burgundians;Turks;Turks;FALSE;;;;;;Fortified Clearing;;
18/08/2022;13:00 UTC;[Age of Empires II];Wallhalla: Qualifier [Wallhalla/Qualifier];Fortified Clearing [Fortified Clearing];1v1;Fool of a Took [Fool of a Took (page does not exist)] [Austria] [Austria] [Burgundians] [Burgundians];<;miguel [Cumans] [Cumans] [Brazil] [Brazil] [Miguel];;Burgundians;Cumans;Cumans;FALSE;;;;;;Fortified Clearing;;
15/08/2022;17:00 UTC;[Age of Empires II];Wallhalla: Qualifier [Wallhalla/Qualifier];Fortified Clearing [Fortified Clearing];1v1;Dexter [Dexter] [Argentina] [Argentina] [Aztecs] [Aztecs];<;TheBloodless [Hindustanis] [Hindustanis] [United States] [United States] [The Bloodless];;Aztecs;Hindustanis;Hindustanis;FALSE;;;;;;Fortified Clearing;;
14/08/2022;19:00 UTC;[Age of Empires II];Wallhalla: Qualifier [Wallhalla/Qualifier];Fortified Clearing [Fortified Clearing];1v1;Salted Pepper [Salted Pepper] [Netherlands] [Netherlands] [Burgundians] [Burgundians];>;Biry [Teutons] [Teutons] [Argentina] [Argentina] [Biry];;Burgundians;Teutons;Burgundians;FALSE;;;;;;Fortified Clearing;;
13/08/2022;17:20 UTC;[Age of Empires II];T90 Titans League: Gold League [T90 Titans League/1/Gold League];Fortified Clearing [Fortified Clearing];1v1;Sebastian2002 [Sebastian] [Uruguay] [Uruguay] [Turks] [Turks];<;Ganji [Burgundians] [Burgundians] [Sweden] [Sweden] [Ganji];(G5) [Watch VOD] [Watch VOD];Turks;Burgundians;Burgundians;FALSE;;;;;;Fortified Clearing;;
13/08/2022;15:25 UTC;[Age of Empires II];T90 Titans League: Gold League [T90 Titans League/1/Gold League];Fortified Clearing [Fortified Clearing];1v1;KingstoNe [KingstoNe] [Mexico] [Mexico] [Bohemians] [Bohemians];>;DracKeN [Britons] [Britons] [Czechia] [Czechia] [DracKeN];(G3) [Watch VOD] [Watch VOD];Bohemians;Britons;Bohemians;FALSE;;;;;;Fortified Clearing;;
13/08/2022;13:00 UTC;[Age of Empires II];T90 Titans League: Gold League [T90 Titans League/1/Gold League];Fortified Clearing [Fortified Clearing];1v1;Running [Running] [Germany] [Germany] [Britons] [Britons];>;Valas [Italians] [Italians] [Finland] [Finland] [Valas];(G3) [Watch VOD] [Watch VOD];Britons;Italians;Britons;FALSE;;;;;;Fortified Clearing;;
13/08/2022;12:00 UTC;[Age of Empires II];Wallhalla: Qualifier [Wallhalla/Qualifier];Fortified Clearing [Fortified Clearing];1v1;King_Boo [King Boo] [United Kingdom] [United Kingdom] [Turks] [Turks];>;Shades [Hindustanis] [Hindustanis] [Italy] [Italy] [Shades];;Turks;Hindustanis;Turks;FALSE;;;;;;Fortified Clearing;;
11/08/2022;17:50 UTC;[Age of Empires II];T90 Titans League: Gold League [T90 Titans League/1/Gold League];Fortified Clearing [Fortified Clearing];1v1;Dark [Dark] [Russia] [Russia] [Spanish] [Spanish];>;F1Re [Turks] [Turks] [Brazil] [Brazil] [F1Re];(G5) [Watch VOD] [Watch VOD];Spanish;Turks;Spanish;FALSE;;;;;;Fortified Clearing;;
07/08/2022;13:00 UTC;[Age of Empires II];T90 Titans League: Platinum League [T90 Titans League/1/Platinum League];Fortified Clearing [Fortified Clearing];1v1;Villese [Villese] [Finland] [Finland] [Poles] [Poles];>;TheViper [Sicilians] [Sicilians] [Norway] [Norway] [TheViper];(G3) [Watch VOD] [Watch VOD];Poles;Sicilians;Poles;FALSE;;;;;;Fortified Clearing;;
06/08/2022;14:40 UTC;[Age of Empires II];T90 Titans League: Platinum League [T90 Titans League/1/Platinum League];Fortified Clearing [Fortified Clearing];1v1;Villese [Villese] [Finland] [Finland] [Turks] [Turks];>;MbL [Bohemians] [Bohemians] [Norway] [Norway] [MbL];(G2) [Watch VOD] [Watch VOD];Turks;Bohemians;Turks;FALSE;;;;;;Fortified Clearing;;
05/08/2022;19:10 UTC;[Age of Empires II];T90 Titans League: Platinum League [T90 Titans League/1/Platinum League];Fortified Clearing [Fortified Clearing];1v1;TaToH [TaToH] [Spain] [Spain] [Cumans] [Cumans];>;JorDan_AoE [Mayans] [Mayans] [Germany] [Germany] [JorDan AoE];(G1) [Watch VOD] [Watch VOD];Cumans;Mayans;Cumans;FALSE;;;;;;Fortified Clearing;;
29/07/2022;17:00 UTC;[Age of Empires II];T90 Titans League: Platinum League [T90 Titans League/1/Platinum League];Fortified Clearing [Fortified Clearing];1v1;miguel [Miguel] [Brazil] [Brazil] [Burgundians] [Burgundians];<;JorDan_AoE [Hindustanis] [Hindustanis] [Germany] [Germany] [JorDan AoE];(G1) [Watch VOD] [Watch VOD];Burgundians;Hindustanis;Hindustanis;FALSE;;;;;;Fortified Clearing;;
28/07/2022;18:00 UTC;[Age of Empires II];T90 Titans League: Gold League [T90 Titans League/1/Gold League];Fortified Clearing [Fortified Clearing];1v1;Nili [Nili] [Germany] [Germany] [Turks] [Turks];>;Modri [Poles] [Poles] [Slovenia] [Slovenia] [Modri];;Turks;Poles;Turks;FALSE;;;;;;Fortified Clearing;;
28/07/2022;14:00 UTC;[Age of Empires II];T90 Titans League: Platinum League [T90 Titans League/1/Platinum League];Fortified Clearing [Fortified Clearing];1v1;ACCM [ACCM] [Vietnam] [Vietnam] [Bohemians] [Bohemians];<;TaToH [Burgundians] [Burgundians] [Spain] [Spain] [TaToH];(G1) [Watch VOD] [Watch VOD];Bohemians;Burgundians;Burgundians;FALSE;;;;;;Fortified Clearing;;
27/07/2022;17:45 UTC;[Age of Empires II];T90 Titans League: Platinum League [T90 Titans League/1/Platinum League];Fortified Clearing [Fortified Clearing];1v1;Nicov [Nicov] [Argentina] [Argentina] [Bohemians] [Bohemians];<;ACCM [Burgundians] [Burgundians] [Vietnam] [Vietnam] [ACCM];(G2) [Watch VOD] [Watch VOD];Bohemians;Burgundians;Burgundians;FALSE;;;;;;Fortified Clearing;;
27/07/2022;13:00 UTC;[Age of Empires II];T90 Titans League: Gold League [T90 Titans League/1/Gold League];Fortified Clearing [Fortified Clearing];1v1;Dark [Dark] [Russia] [Russia] [Hindustanis] [Hindustanis];<;Running [Bohemians] [Bohemians] [Germany] [Germany] [Running];;Hindustanis;Bohemians;Bohemians;FALSE;;;;;;Fortified Clearing;;
26/07/2022;20:00 UTC;[Age of Empires II];T90 Titans League: Gold League [T90 Titans League/1/Gold League];Fortified Clearing [Fortified Clearing];1v1;Cl3m3nT [Cl3m3nT] [France] [France] [Bohemians] [Bohemians];<;FreakinAndy [Turks] [Turks] [Austria] [Austria] [FreakinAndy];;Bohemians;Turks;Turks;FALSE;;;;;;Fortified Clearing;;
26/07/2022;19:00 UTC;[Age of Empires II];T90 Titans League: Gold League [T90 Titans League/1/Gold League];Fortified Clearing [Fortified Clearing];1v1;Modri [Modri] [Slovenia] [Slovenia] [Bohemians] [Bohemians];>;F1Re [Hindustanis] [Hindustanis] [Brazil] [Brazil] [F1Re];;Bohemians;Hindustanis;Bohemians;FALSE;;;;;;Fortified Clearing;;
26/07/2022;17:30 UTC;[Age of Empires II];T90 Titans League: Gold League [T90 Titans League/1/Gold League];Fortified Clearing [Fortified Clearing];1v1;KingstoNe [KingstoNe] [Mexico] [Mexico] [Bohemians] [Bohemians];>;The Bloodless [Poles] [Poles] [United States] [United States] [The Bloodless];;Bohemians;Poles;Bohemians;FALSE;;;;;;Fortified Clearing;;
26/07/2022;14:00 UTC;[Age of Empires II];T90 Titans League: Platinum League [T90 Titans League/1/Platinum League];Fortified Clearing [Fortified Clearing];1v1;Villese [Villese] [Finland] [Finland] [Hindustanis] [Hindustanis];>;Yo [Burgundians] [Burgundians] [China] [China] [Yo];;Hindustanis;Burgundians;Hindustanis;FALSE;;;;;;Fortified Clearing;;
24/07/2022;16:00 UTC;[Age of Empires II];T90 Titans League: Gold League [T90 Titans League/1/Gold League];Fortified Clearing [Fortified Clearing];1v1;Sobek [Sobek] [Chile] [Chile] [Poles] [Poles];<;DracKeN [Britons] [Britons] [Czechia] [Czechia] [DracKeN];;Poles;Britons;Britons;FALSE;;;;;;Fortified Clearing;;
